Relatório de anúncios
1 de agosto de 2026 - 31 de agosto de 2026
Status do anúncio,URL final,URLs de beacon,Título,Título longo,Título longo 1,Título longo 2,Título longo 3,Título longo 4,Título longo 5,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Descrição 5,ID da imagem,Código da imagem quadrada,Código da imagem em formato de retrato,Código do logotipo,Código do logotipo no formato paisagem,Nome da empresa,ID da imagem da Rede de Display,Vídeo,Texto de call-to-action,Texto de call-to-action 1,Texto de call-to-action 2,Texto de call-to-action 3,Texto de call-to-action 4,Texto de call-to-action 5,Título da call-to-action,ID do vídeo,Banner complementar,Cor de destaque,Cor principal,Permitir cores flexíveis,Preferência de formato de anúncio,Texto da promoção,Prefixo do preço,Ativar melhorias de recursos,Ativar vídeos gerados automaticamente,Nome do anúncio,ad.device_preference,ad.display_url,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Status,Motivos do status,Tipo de anúncio,Qualidade do anúncio,Melhorias na qualidade do anúncio,Código da moeda,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,Conv. (comparável entre plataformas),Custo / conv. (comparável entre plataformas),Valor da conv. / custo (comparável entre plataformas),Taxa de conv.,Conversões,Custo / conv.
Ativado,https://www.copart.com.br/, --, --,A maior organizadora de leilões de automóveis do mundo chegou em Pernambuco. Acesse agora., --, --, --, --, --,O veículo dos sonhos está aqui, --,A Copart chegou em Pernambuco, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não perca mais tempo e encontre o veículo dos seus sonhos. Acesse o site e cadastre-se já., --,Temos um inventário de mais de 8.000 automóveis selecionados esperando o seu lance., --,Somos a maior organizadora de leilões de automóveis do mundo e estamos pertinho de você., --,Acesse o nosso site e cadastre-se agora! Seu novo veículo está a um clique de distância., --,Acesse o nosso site e tenha acesso ao maior acervo de veículos para leilão do Brasil,19956690954,19956692100; 19956692103, --,19956692106,19956692109,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos os formatos, --, --,true,true, --, --, --, --, --,, --, --,,[AGX] [Tráfego] [Display] [pernambuco],[GA] [AGX#2],Não qualificado,marcado como aprovado; campanha pausada,Anúncio responsivo de display,Na média,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/saleListResult/auctionId/9029?location=Leil%C3%A3o%20P%C3%A1tio%20Porto%20Seguro%20-%20SP&saleDate=1743253200000&liveAuction=false&from=&yardNum=3&auctioneer=Andr%C3%A9%20Cencin%20-%20Jucesp%201143?utm_source=google&utm_medium=cpc&utm_campaign=dm-leilao-porto, --, --, --, --, --, --, --, --,Leilão Auto Premium, --,Copart Leilões, --,Leilão de Veículos Premium, --,Compre Seu Carro de Luxo, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Ofertas imperdíveis de veículos no leilão Copart!, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --, --, --, --,218983008211; 218985080706; 218985106545; 218916736859; 218985080958; 218983064872,218985065805; 218985145203; 218916736847; 218916729644; 218983086274,218916707123; 218916707033,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 06 - LEILÂO PORTO, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Boa, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta, --, --, --, --, --, --, --, --,Venda Seu Veículo Com Segurança, --,Anuncie Seu Veículo Com Confiança, --,Venda Seu Veículo Sem Complicação, --,Venda Seu Carro com a Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Venda seu veículo com segurança e transparência, com apoio especializado em todo processo", --,Você define o valor do anúncio e decide quando fechar negócio com tranquilidade., --,Plataforma estruturada para anunciar seu veículo e alcançar compradores em todo o Brasil, --,Processo simples para vender seu veículo com acompanhamento do início ao fim, --,Anuncie seu veículo com confiança e receba propostas de forma segura,330023139325; 329932735112; 330062743500,329930800562; 310319668273; 330062757153; 330062731104,329930801183; 330025031983; 330025042102,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | COMPRA E VENDA | 09.02.26 %,VENDA,Qualificado,,Anúncio de geração de demanda gráfico,Excelente,,BRL,"6,92",445.516,15.307,"3,44%","0,20","3084,02","167,18","18,45","0,05","1,07%","164,37","18,76"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=dm-leilao, --, --, --, --, --, --, --, --,Copart Leilões, --,Compre Carros na Copart Online, --,Cadastre-se Agora, --,Compre Veículos em Leilão, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe do leilão de carros online da Copart Brasil e aproveite as melhores ofertas, --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,"Oferecemos um amplo catálogo de veículos usados, recuperáveis e irrecuperáveis", --,Ofertas imperdíveis de veículos no leilão Copart!,212909806992,212878637627, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/search/compre_agora/?displayStr=Compre%20Agora&from=%2FvehicleFinder&utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta-compra-rmkt, --, --, --, --, --, --, --, --,Compre Veículos Com Segurança, --,Veículos Para Compra Imediata, --,Compre Seu Carro na Copart, --,Seu Próximo Veículo Está Aqui, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Centenas de veículos disponíveis para compra imediata, com fotos reais e dados completos.", --,"Encontre veículos avaliados, com histórico disponível e compra direta na plataforma.", --,"Seu próximo veículo está aqui, com informações claras para uma decisão segura.", --,Plataforma estruturada para comprar veículos online com transparência e confiança., --,Explore lotes disponíveis e escolha a melhor opção para comprar agora.,330023653804; 345178822099; 345178830160; 345178830547,330023653855; 345228675915; 345178822213; 345228676224,330061432416; 345178822162; 345228676185; 345178808404,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | LEADS | REMARKETING | COMPRA E VENDA | 09.02.26 %,COMPRA,Não qualificado,grupo de anúncios pausado,Anúncio de geração de demanda gráfico,Boa, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?cid=ppc:g:brazil:portuguese:highvalue04:brand:reg, --, --, --, --, --, --, --, --,Copart Brasil Leilões Online, --,Leilão Online Copart Brasil, --,Veículos em todo Brasil, --,Copart Leilão Veículos Online, --,Participe de leilões digitais, --,Carros sinistrados, --,Cadastre-se gratuitamente, --,Oportunidade em veículos, --,Compre veículos em todo país, --,Maior portfólio de automóveis, --, --, --, --, --, --, --, --, --, --, --,A Copart é a maior leiloeira de carros do mundo e agora está no Brasil, --,Acesse a plataforma online de leilões e compre seu automóvel, --,"Cadastre-se gratuitamente. Leilões em diversas regiões do país, participe e compre online", --,Mais de 8.000 ofertas mensais. Registre-se e comece a dar lances., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[AGX] [NonBrand] [Auto Auction],Institucional,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Boa,Adicione mais alguns títulos exclusivos ou libere alguns recursos,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta-rmkt, --, --, --, --, --, --, --, --,Venda Seu Veículo Com Segurança, --,Anuncie Seu Veículo Com Confiança, --,Venda Seu Veículo Sem Complicação, --,Venda Seu Carro com a Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Venda seu veículo com segurança e transparência, com apoio especializado em todo processo", --,Você define o valor do anúncio e decide quando fechar negócio com tranquilidade., --,Plataforma estruturada para anunciar seu veículo e alcançar compradores em todo o Brasil, --,Processo simples para vender seu veículo com acompanhamento do início ao fim, --,Anuncie seu veículo com confiança e receba propostas de forma segura,330023139325,329930800562; 310319668273,329930801183,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | LEADS | REMARKETING | COMPRA E VENDA | 09.02.26 %,VENDA,Qualificado,,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,"9,21",178.635,6.553,"3,67%","0,25","1644,56","97,75","16,82","0,06","0,97%","63,43","25,93"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=institucional&utm_term=institucional, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Conheça o Ecossistema Copart, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Anuncie Seu Veículo para Venda, --,Compre e Venda na Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Conheça o Ecossistema Copart, tudo para negociar seu veículo. Plataforma Online Segura.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,Descubra a experiência Copart: tudo para veículos em um só ambiente online., --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,INSTITUCIONAL,Qualificado,,Anúncio responsivo de pesquisa,Ruim,Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,"23,54",14.047,6.862,"48,85%","0,05","330,64","0,00",0,"0,00","0,47%","31,98","10,34"
Ativado,http://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=institucional_pesquisa&utm_content=patios&utm_term=patios, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Está Aqui, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Novos E Usados, --,Veículos em Ofertas, --, --, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Na média,Inclua mais palavras-chave nos seus títulos;Inclua mais palavras-chave nas suas descrições,BRL,"4,84",2.842,1.359,"47,82%","0,01","13,76","0,00",0,"0,00","0,29%","4,00","3,44"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-01-MR1-leilao&utm_term=lp-institucional-leilao, --, --, --, --, --, --, --, --,Compre Carros Em Leilão, --,Carros Baratos No Leilão, --,Leilões De Carros Online, --,Ofertas de Carros Em Leilão, --,Leilão de Veículos Online, --,Carros Usados em Leilão {LOCATION(City):SP}, --,Site de Leilão de Carros, --,Diversos Modelos De Carros, --,Leilão de Carros Acessíveis, --,Ofertas de Carros Imperdíveis, --,Seu Novo Carro Te Espera Aqui, --,Compre Carro em Leilão Online, --,Leilão De Carro Em {LOCATION(City):Todo Brasil}, --,Participe do Leilão Agora, --,Leiloe Seu Carro Hoje, --,Compre Carros Em Leilão Online. Veja Os Preços Imperdíveis E Variedade De Opções!, --,Leilão De Carros Online Com As Melhores Ofertas {LOCATION(City):Todo O Brasil}. Confira Hoje Mesmo!, --,Leilão De Carros Online. Economize E Garanta Seu Novo Carro Com Segurança! Participe Já, --,Seu Próximo Carro Está Aqui. Participe de Nossos Leilões Online o Tenha!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,03.01 - [CONTÍNUO] | [P] | CONV | LEADS | KW: LEILÃO | 23/05/24 - SEM DATA,01 - Frase,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Aqui Na Copart, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Encontre Seu Carro Perfeito, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,"Descubra Uma Nova Maneira De Comprar Novos Carros. Fácil, Seguro e Online. Confira hoje!", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,02 - Patios,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=institucional&utm_term=institucional, --, --, --, --, --, --, --, --,Copart - Site Oficial, --,Copart Leilões, --,Copart Brasil Leilões Online, --,Leilão Copart, --,Leilões Copart, --,Leilão de Carros Copart, --,Leilão de Motos Copart, --,Copart Brasil, --,Cadastre-Se Online, --,Leilões toda Semana, --,Leilão de Veículos Retomados, --, --, --, --, --, --, --, --, --,A confiança de quem é líder global em compra e venda de veículos., --,Presente em Mais de 200 locais no mundo e + de 120 mil veículos vendidos por ano no Brasil, --,"Transparência, segurança e inovação no mercado automotivo. Cadastre-se e confira.", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,INSTITUCIONAL,Qualificado,,Anúncio responsivo de pesquisa,Na média,Inclua mais palavras-chave nas suas descrições;Adicione mais 1 sitelink ao seu anúncio,BRL,"19,09",321.157,186.704,"58,13%","0,03","6129,30","0,00",0,"0,00","0,43%","805,42","7,61"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 2 - Programática - 320x50.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 1 - Programática - 320x480.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://lp.copart.com.br/venda-meu-carro?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda De Carro Rápido e Seguro, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,196681384966; 196681469122; 195322564633,195277132070,196681448431,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD2, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 2 - Programática - 970x250.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 1 - Programática - 300x250.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 1 - Programática - 320x50.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=sala, --, --, --, --, --, --, --, --,Copart, --,Copart No Salão - Stand C29, --,Visite Nosso Stand - C29, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estamos presentes no principal evento automotivo. Visite nosso espaço. Passe no Stand C29, --,Presente em Mais de 200 locais no mundo e + de 120 mil veículos vendidos por ano no Brasil, --,Descubra nossa plataforma completa de compra e venda de veículos. Estaremos no Stand C29, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,INSTITUCIONAL - SALÃO DO AUTOMOVEL,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Ruim,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=institucional, --, --, --, --, --, --, --, --,Copart Brasil,1,Compre e Venda Veículos Online, --,Leilão De Veículos Copart, --,Compre Veículos Online, --,Encontre Veículos Online, --,"Compre, Venda e Anuncie", --,Ecossistema Completo da Copart, --,Tudo Em Um Só Lugar, --,13 anos no Brasil, --,Seu Novo Veículo Está Aqui, --,Transparencia e Tecnologia, --,Compra e Venda Nível Nacional, --,Confira Ofertas De Veículos, --, +10.000 veículos para oferta, --, --, --,Nossa plataforma conecta compradores e vendedores ao redor do mundo inteiro. Confira, --,"Ecossistema completo para comprar, vender ou anunciar veículos com transparência.", --,"Uma Nova Maneira De Negociar Veículos. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Negocie Veiículos Online Com As Melhores Ofertas. Veículos Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,PESQUISA | TRÁFEGO | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25,INSTITUCIONAL - SALÃO DO AUTOMOVEL,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Ruim,Inclua mais palavras-chave nos seus títulos;Inclua mais palavras-chave nas suas descrições;Adicione mais 2 sitelinks ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?intcmp=web_footer_sellforindividuals_pt-br, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0,Saiba mais, --, --, --, --, --,Venda Meu Carro,92052901664, --, --, --, --, --, --, --, --, --,video-alcance-vmc-2023, --,www.copart.com.br/venda-meu-carro, --, --,, --, --,,Alcance-Vídeo-VMC-agx,Alcance eficiente de vídeo: 2023-07-14,Não qualificado,reprovado; campanha finalizada; campanha pausada,Anúncio in-stream pulável, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/Content/br/pt-BR/buy-it-now?utm_source=google&utm_medium=cpc&utm_campaign=dm-comprar, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial, --,Compre Agora - Veículos, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Compre Veículos na Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"A experiência Copart em uma nova forma de comprar, confira veículos sem crivo de leilão.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,"Encontre veículos sem histórico de leilão ou sinistros, avaliados pela nossa equipe.", --,Soluções online completas para compra e venda de veículos. Acesse agora., --,Confira Veículos Sem Crivo de Leilão em Nossa Plataforma. Novos Lotes Toda Semana, --,310224851879, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VENDA DIRETA, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
